vote_id,voting_scheme,limitation_dropped,num_voters,num_candidates,outcome,hapiness_list,overall_hapiness,strategic_voters,risk_of_strategic_voting,alternative_risk,pairs
16,Plurality,ATVA_1,5,4,"{'B': 3, 'A': 1, 'D': 1, 'C': 0}","[0.75, 0.46, 1.0, 1.0, 1.0]",4.21,[],"[0.02, 0.09, 0.03, 0.01, 0.0]",0,
17,Plurality,ATVA_1,5,4,"{'A': 2, 'D': 2, 'B': 1, 'C': 0}","[0.88, 1.0, 0.5, 1.0, 0.79]",4.17,[],"[0.01, 0.0, 0.08, 0.01, 0.03]",0,
18,Plurality,ATVA_1,5,4,"{'B': 2, 'C': 2, 'A': 1, 'D': 0}","[1.0, 0.58, 0.75, 1.0, 0.67]",4.0,[],"[0.0, 0.05, 0.02, 0.04, 0.05]",0,
19,Plurality,ATVA_1,5,4,"{'A': 2, 'B': 1, 'C': 1, 'D': 1}","[0.67, 1.0, 0.75, 0.42, 1.0]",3.84,[4],"[0.05, 0.04, 0.04, 0.1, 0.04]",0.08000000000000002,"[(3, 4)]"
20,Plurality,ATVA_3,5,4,"{'A': 3, 'C': 1, 'D': 1, 'B': 0}","[0.54, 1.0, 1.0, 1.0, 0.75]",4.29,[1],"[0.08, 0.03, 0.03, 0.03, 0.05]",0,
21,Plurality,ATVA_3,5,4,"{'A': 2, 'B': 2, 'C': 1, 'D': 0}","[0.75, 1.0, 0.58, 1.0, 0.79]",4.12,[3],"[0.05, 0.01, 0.03, 0.01, 0.03]",0,
22,Plurality,ATVA_3,5,4,"{'C': 2, 'D': 2, 'B': 1, 'A': 0}","[0.67, 1.0, 0.75, 0.75, 1.0]",4.17,[1],"[0.03, 0.04, 0.01, 0.08, 0.03]",0,
23,Plurality,ATVA_3,5,4,"{'A': 2, 'D': 2, 'C': 1, 'B': 0}","[0.58, 1.0, 0.46, 1.0, 0.58]",3.62,"[3, 5]","[0.02, 0.04, 0.05, 0.0, 0.03]",0,
24,Plurality,ATVA_3,5,4,"{'B': 2, 'A': 1, 'C': 1, 'D': 1}","[1.0, 0.46, 1.0, 0.42, 0.79]",3.67,"[2, 4]","[0.01, 0.05, 0.0, 0.07, 0.01]",0.08000000000000002,
25,Plurality,ATVA_3,5,4,"{'A': 2, 'B': 1, 'C': 1, 'D': 1}","[0.54, 0.67, 1.0, 0.58, 1.0]",3.79,[1],"[0.07, 0.02, 0.0, 0.05, 0.03]",0.039999999999999925,
26,Plurality,ATVA_3,5,4,"{'D': 2, 'A': 1, 'B': 1, 'C': 1}","[0.88, 0.46, 1.0, 1.0, 0.58]",3.92,[2],"[0.02, 0.09, 0.01, 0.0, 0.07]",0.08000000000000002,
27,Plurality,ATVA_3,5,4,"{'C': 2, 'D': 2, 'A': 1, 'B': 0}","[1.0, 0.67, 0.88, 1.0, 0.54]",4.09,[2],"[0.01, 0.01, 0.03, 0.01, 0.08]",0.039999999999999925,
28,Plurality,ATVA_3,5,4,"{'D': 2, 'A': 1, 'B': 1, 'C': 1}","[0.58, 1.0, 0.67, 1.0, 0.46]",3.71,[5],"[0.07, 0.03, 0.06, 0.03, 0.09]",0.08000000000000002,
29,Plurality,ATVA_3,5,4,"{'A': 2, 'B': 1, 'C': 1, 'D': 1}","[1.0, 0.54, 1.0, 0.5, 0.58]",3.62,"[2, 4]","[0.01, 0.08, 0.01, 0.07, 0.03]",0,
30,Plurality,ATVA_4,5,4,"{'A': 2, 'B': 1, 'C': 1, 'D': 1}","[1.0, 0.54, 1.0, 0.75, 0.75]",4.04,[2],"[0.0, 0.07, 0.03, 0.02, 0.03]",0.039999999999999925,
31,Plurality,ATVA_4,5,4,"{'D': 3, 'A': 1, 'B': 1, 'C': 0}","[1.0, 0.58, 1.0, 1.0, 0.79]",4.37,[],"[0.03, 0.05, 0.03, 0.01, 0.03]",0,
32,Plurality,ATVA_4,5,4,"{'C': 2, 'A': 1, 'B': 1, 'D': 1}","[0.46, 0.5, 0.58, 1.0, 1.0]",3.54,"[1, 2]","[0.09, 0.09, 0.06, 0.03, 0.01]",0.040000000000000036,
33,Plurality,ATVA_4,5,4,"{'D': 3, 'B': 1, 'C': 1, 'A': 0}","[0.88, 0.58, 1.0, 1.0, 1.0]",4.46,[],"[0.01, 0.05, 0.01, 0.01, 0.03]",0,
34,Plurality,ATVA_4,5,4,"{'A': 2, 'D': 2, 'C': 1, 'B': 0}","[1.0, 0.88, 0.88, 1.0, 0.75]",4.51,[],"[0.03, 0.01, 0.01, 0.04, 0.03]",0,
35,Plurality,ATVA_4,5,4,"{'B': 3, 'C': 2, 'A': 0, 'D': 0}","[1.0, 1.0, 0.58, 0.88, 1.0]",4.46,[],"[0.0, 0.0, 0.06, 0.01, 0.03]",0,
36,Plurality,ATVA_4,5,4,"{'C': 2, 'D': 2, 'B': 1, 'A': 0}","[0.79, 1.0, 1.0, 0.67, 0.54]",4.0,[],"[0.03, 0.0, 0.01, 0.05, 0.07]",0,
37,Plurality,ATVA_4,5,4,"{'D': 2, 'A': 1, 'B': 1, 'C': 1}","[1.0, 0.42, 0.54, 0.75, 1.0]",3.71,[2],"[0.0, 0.1, 0.07, 0.02, 0.03]",0.12000000000000005,
38,Plurality,ATVA_4,5,4,"{'B': 3, 'C': 1, 'D': 1, 'A': 0}","[0.58, 0.58, 1.0, 1.0, 1.0]",4.16,[],"[0.06, 0.05, 0.03, 0.04, 0.0]",0,
39,Plurality,ATVA_4,5,4,"{'A': 3, 'B': 1, 'D': 1, 'C': 0}","[1.0, 1.0, 0.58, 1.0, 0.58]",4.16,[],"[0.03, 0.03, 0.05, 0.03, 0.07]",0,
40,Vote For 2,BTVA,5,4,"{'B': 3, 'D': 3, 'A': 2, 'C': 2}","[0.75, 0.58, 1.0, 1.0, 0.67]",4.0,[1],"[0.03, 0.07, 0.01, 0.03, 0.05]",0.040000000000000036,
41,Vote For 2,BTVA,5,4,"{'D': 4, 'C': 3, 'B': 2, 'A': 1}","[1.0, 0.58, 0.54, 1.0, 0.75]",3.87,"[3, 5]","[0.01, 0.05, 0.07, 0.03, 0.02]",0.25,
42,Vote For 2,BTVA,5,4,"{'C': 3, 'D': 3, 'A': 2, 'B': 2}","[0.5, 0.58, 1.0, 1.0, 1.0]",4.08,[],"[0.09, 0.06, 0.03, 0.01, 0.01]",0,
43,Vote For 2,BTVA,5,4,"{'C': 4, 'B': 3, 'D': 2, 'A': 1}","[1.0, 1.0, 0.54, 1.0, 1.0]",4.54,[],"[0.03, 0.01, 0.07, 0.03, 0.0]",0,
44,Vote For 2,BTVA,5,4,"{'A': 3, 'C': 3, 'B': 2, 'D': 2}","[0.58, 0.75, 0.54, 1.0, 0.58]",3.45,"[2, 3]","[0.05, 0.02, 0.07, 0.04, 0.07]",0.25,
45,Vote For 2,BTVA,5,4,"{'A': 3, 'B': 3, 'C': 2, 'D': 2}","[0.58, 1.0, 1.0, 0.58, 1.0]",4.16,[1],"[0.07, 0.01, 0.01, 0.06, 0.04]",0.09000000000000008,
46,Vote For 2,BTVA,5,4,"{'D': 4, 'A': 3, 'C': 3, 'B': 0}","[0.88, 0.54, 0.88, 1.0, 0.58]",3.88,"[1, 2, 3]","[0.01, 0.07, 0.01, 0.03, 0.05]",0.12,
47,Vote For 2,BTVA,5,4,"{'A': 3, 'C': 3, 'B': 2, 'D': 2}","[0.54, 0.5, 1.0, 0.88, 1.0]",3.92,"[1, 4]","[0.07, 0.08, 0.01, 0.01, 0.04]",0.12,
48,Vote For 2,BTVA,5,4,"{'A': 4, 'B': 3, 'C': 2, 'D': 1}","[1.0, 1.0, 1.0, 0.58, 0.75]",4.33,[],"[0.03, 0.01, 0.0, 0.07, 0.02]",0,
49,Vote For 2,BTVA,5,4,"{'A': 3, 'D': 3, 'B': 2, 'C': 2}","[0.46, 0.88, 1.0, 0.79, 0.58]",3.71,"[1, 2]","[0.09, 0.01, 0.0, 0.03, 0.06]",0.12,
50,Vote For 2,ATVA_1,5,4,"{'B': 4, 'A': 3, 'C': 2, 'D': 1}","[0.75, 0.79, 0.58, 1.0, 0.54]",3.66,[1],"[0.02, 0.03, 0.05, 0.01, 0.07]",0.25,"[(1, 2)]"
51,Vote For 2,ATVA_1,5,4,"{'C': 5, 'D': 3, 'B': 2, 'A': 0}","[0.75, 0.88, 0.75, 0.75, 0.75]",3.88,[],"[0.02, 0.01, 0.03, 0.02, 0.03]",0,"[(1, 2), (3, 4), (1, 5), (1, 4), (2, 3), (4, 5), (2, 5), (1, 3)]"
52,Vote For 2,ATVA_1,5,4,"{'A': 4, 'D': 3, 'C': 2, 'B': 1}","[0.75, 0.79, 0.75, 1.0, 0.58]",3.87,"[1, 3]","[0.02, 0.03, 0.02, 0.03, 0.05]",0.13,"[(1, 3)]"
53,Vote For 2,ATVA_1,5,4,"{'A': 3, 'C': 3, 'B': 2, 'D': 2}","[0.54, 1.0, 0.54, 1.0, 0.58]",3.66,[3],"[0.07, 0.04, 0.07, 0.0, 0.06]",0.039999999999999925,"[(1, 3), (1, 5)]"
54,Vote For 2,ATVA_1,5,4,"{'C': 4, 'B': 3, 'D': 3, 'A': 0}","[0.88, 0.58, 1.0, 0.75, 0.88]",4.09,"[1, 5]","[0.01, 0.06, 0.01, 0.03, 0.01]",0.12,"[(1, 2), (1, 5), (1, 4), (4, 5), (2, 5)]"
55,Vote For 2,ATVA_1,5,4,"{'A': 3, 'B': 3, 'D': 3, 'C': 1}","[1.0, 0.79, 1.0, 0.46, 0.75]",4.0,[5],"[0.01, 0.03, 0.01, 0.09, 0.02]",0.25,"[(4, 5), (2, 5)]"
56,Vote For 2,ATVA_1,5,4,"{'B': 3, 'C': 3, 'A': 2, 'D': 2}","[0.54, 0.75, 0.58, 0.58, 0.88]",3.33,"[2, 5]","[0.07, 0.03, 0.07, 0.06, 0.01]",0.12,"[(2, 4), (1, 2), (1, 5), (1, 4), (4, 5), (2, 5), (3, 5)]"
57,Vote For 2,ATVA_1,5,4,"{'D': 4, 'A': 3, 'B': 3, 'C': 0}","[0.75, 0.75, 1.0, 1.0, 1.0]",4.5,"[1, 2]","[0.02, 0.04, 0.0, 0.03, 0.03]",0.25,"[(1, 2)]"
58,Vote For 2,ATVA_1,5,4,"{'A': 3, 'B': 3, 'D': 3, 'C': 1}","[1.0, 0.54, 1.0, 0.54, 0.58]",3.66,[2],"[0.03, 0.07, 0.0, 0.07, 0.06]",0.039999999999999925,"[(2, 4)]"
59,Vote For 2,ATVA_1,5,4,"{'B': 3, 'C': 3, 'D': 3, 'A': 1}","[0.58, 0.75, 0.79, 1.0, 1.0]",4.12,[2],"[0.07, 0.02, 0.03, 0.03, 0.03]",0.25,"[(2, 3)]"
60,Vote For 2,ATVA_2,5,4,"{'A': 3, 'B': 3, 'C': 3, 'D': 1}","[0.79, 1.0, 1.0, 0.75, 0.54]",4.08,"[4, 1]","[0.03, 0.03, 0.0, 0.04, 0.07]",0.040000000000000036,"[4, 1]"
61,Vote For 2,ATVA_3,5,4,"{'C': 3, 'A': 1, 'B': 1, 'D': 0}","[0.88, 0.54, 0.75, 1.0, 0.79]",3.96,"[2, 3]","[0.01, 0.03, 0.0, 0.04, 0.03]",0.13,
62,Vote For 2,ATVA_3,5,4,"{'C': 3, 'A': 1, 'B': 1, 'D': 0}","[0.75, 1.0, 0.75, 1.0, 1.0]",4.5,[3],"[0.08, 0.04, 0.01, 0.0, 0.01]",0,
63,Vote For 2,ATVA_3,5,4,"{'D': 4, 'B': 1, 'A': 0, 'C': 0}","[1.0, 1.0, 1.0, 1.0, 0.58]",4.58,[],"[0.01, 0.01, 0.01, 0.03, 0.07]",0,
64,Vote For 2,ATVA_3,5,4,"{'D': 2, 'A': 1, 'B': 1, 'C': 1}","[1.0, 0.58, 1.0, 0.88, 0.58]",4.04,"[2, 5]","[0.0, 0.04, 0.0, 0.07, 0.06]",0.12,
65,Vote For 2,ATVA_3,5,4,"{'C': 2, 'D': 2, 'B': 1, 'A': 0}","[0.75, 0.58, 0.75, 0.54, 0.79]",3.41,"[1, 4]","[0.03, 0.07, 0.08, 0.07, 0.04]",0.25,
66,Vote For 2,ATVA_3,5,4,"{'D': 3, 'A': 1, 'B': 1, 'C': 0}","[0.75, 0.75, 1.0, 0.58, 0.75]",3.83,"[1, 4, 5]","[0.01, 0.06, 0.03, 0.01, 0.03]",0.25,
67,Vote For 2,ATVA_3,5,4,"{'B': 4, 'C': 1, 'A': 0, 'D': 0}","[1.0, 1.0, 1.0, 0.58, 1.0]",4.58,[4],"[0.0, 0.03, 0.01, 0.03, 0.03]",0,
68,Vote For 2,ATVA_3,5,4,"{'B': 2, 'D': 2, 'A': 1, 'C': 0}","[1.0, 0.58, 0.79, 1.0, 0.58]",3.95,"[2, 3, 5]","[0.07, 0.0, 0.05, 0.03, 0.03]",0,
69,Vote For 2,ATVA_3,5,4,"{'C': 3, 'B': 2, 'A': 0, 'D': 0}","[1.0, 0.75, 0.58, 1.0, 1.0]",4.33,[3],"[0.04, 0.06, 0.01, 0.04, 0.03]",0.25,
70,Vote For 2,ATVA_3,5,4,"{'A': 2, 'D': 2, 'C': 1, 'B': 0}","[0.75, 0.75, 1.0, 0.58, 1.0]",4.08,[4],"[0.05, 0.05, 0.04, 0.05, 0.04]",0,
71,Vote For 2,ATVA_4,5,4,"{'A': 4, 'B': 4, 'C': 1, 'D': 1}","[0.75, 0.58, 1.0, 0.58, 1.0]",3.91,[1],"[0.02, 0.06, 0.01, 0.06, 0.01]",0.25,
72,Vote For 2,ATVA_4,5,4,"{'A': 4, 'B': 4, 'C': 1, 'D': 1}","[0.75, 0.75, 0.58, 1.0, 1.0]",4.08,[1],"[0.02, 0.03, 0.07, 0.01, 0.01]",0.25,
73,Vote For 2,ATVA_4,5,4,"{'A': 4, 'D': 3, 'B': 2, 'C': 1}","[0.54, 1.0, 0.75, 0.75, 1.0]",4.04,[1],"[0.07, 0.03, 0.02, 0.02, 0.04]",0.039999999999999925,
74,Vote For 2,ATVA_4,5,4,"{'B': 3, 'D': 3, 'A': 2, 'C': 2}","[1.0, 1.0, 0.75, 0.75, 0.75]",4.25,[5],"[0.04, 0.03, 0.04, 0.04, 0.02]",0.25,
75,Vote For 2,ATVA_4,5,4,"{'B': 4, 'D': 3, 'A': 2, 'C': 1}","[0.75, 1.0, 1.0, 1.0, 0.79]",4.54,[1],"[0.02, 0.0, 0.03, 0.04, 0.03]",0.25,
76,Vote For 2,ATVA_4,5,4,"{'D': 5, 'B': 2, 'C': 2, 'A': 1}","[0.58, 0.75, 0.58, 0.75, 0.75]",3.41,[1],"[0.05, 0.02, 0.06, 0.03, 0.02]",0.17000000000000004,
77,Vote For 2,ATVA_4,5,4,"{'B': 3, 'D': 3, 'A': 2, 'C': 2}","[1.0, 0.75, 0.58, 0.5, 0.75]",3.58,[5],"[0.0, 0.04, 0.06, 0.08, 0.02]",0.25,
78,Vote For 2,ATVA_4,5,4,"{'B': 4, 'A': 3, 'C': 2, 'D': 1}","[1.0, 0.88, 0.75, 0.79, 1.0]",4.42,"[2, 3]","[0.01, 0.01, 0.02, 0.03, 0.03]",0.25,
79,Vote For 2,ATVA_4,5,4,"{'B': 4, 'C': 3, 'A': 2, 'D': 1}","[0.67, 1.0, 1.0, 1.0, 1.0]",4.67,[],"[0.05, 0.0, 0.01, 0.01, 0.01]",0,
80,Vote For 2,ATVA_4,5,4,"{'D': 4, 'A': 3, 'C': 2, 'B': 1}","[0.88, 0.79, 0.75, 1.0, 0.88]",4.3,"[1, 5]","[0.01, 0.03, 0.03, 0.04, 0.01]",0.12,
81,Anti-Plurality,BTVA,5,4,"{'B': 5, 'D': 5, 'A': 3, 'C': 2}","[0.58, 1.0, 1.0, 0.75, 0.75]",4.08,[],"[0.07, 0.01, 0.01, 0.02, 0.04]",0,
82,Anti-Plurality,BTVA,5,4,"{'A': 4, 'B': 4, 'D': 4, 'C': 3}","[0.88, 0.54, 0.54, 1.0, 0.67]",3.63,[],"[0.01, 0.07, 0.07, 0.01, 0.05]",0,
83,Anti-Plurality,BTVA,5,4,"{'B': 4, 'C': 4, 'D': 4, 'A': 3}","[1.0, 0.5, 0.58, 1.0, 0.5]",3.58,"[2, 5]","[0.0, 0.09, 0.07, 0.01, 0.08]",0.07999999999999996,
84,Anti-Plurality,BTVA,5,4,"{'C': 5, 'D': 5, 'A': 3, 'B': 2}","[0.79, 0.58, 0.75, 1.0, 0.88]",4.0,[1],"[0.03, 0.06, 0.02, 0.01, 0.01]",0.20999999999999996,
85,Anti-Plurality,BTVA,5,4,"{'C': 5, 'A': 4, 'B': 3, 'D': 3}","[0.54, 0.88, 0.75, 1.0, 0.58]",3.75,[],"[0.07, 0.01, 0.04, 0.03, 0.07]",0,
86,Anti-Plurality,BTVA,5,4,"{'C': 5, 'B': 4, 'A': 3, 'D': 3}","[0.75, 0.75, 0.54, 0.88, 1.0]",3.92,[],"[0.02, 0.02, 0.07, 0.01, 0.0]",0,
87,Anti-Plurality,BTVA,5,4,"{'B': 5, 'C': 4, 'A': 3, 'D': 3}","[0.58, 0.75, 0.75, 0.67, 0.75]",3.5,[],"[0.05, 0.02, 0.03, 0.05, 0.03]",0,
88,Anti-Plurality,BTVA,5,4,"{'C': 5, 'B': 4, 'D': 4, 'A': 2}","[1.0, 0.88, 0.58, 1.0, 0.75]",4.21,[],"[0.01, 0.01, 0.06, 0.04, 0.03]",0,
89,Anti-Plurality,BTVA,5,4,"{'B': 5, 'C': 4, 'D': 4, 'A': 2}","[0.75, 1.0, 0.88, 1.0, 0.79]",4.42,[],"[0.03, 0.03, 0.01, 0.04, 0.03]",0,
90,Anti-Plurality,BTVA,5,4,"{'B': 5, 'D': 4, 'A': 3, 'C': 3}","[0.46, 0.58, 1.0, 0.75, 1.0]",3.79,[],"[0.09, 0.06, 0.0, 0.03, 0.03]",0,
91,Anti-Plurality,ATVA_1,5,4,"{'A': 5, 'D': 4, 'B': 3, 'C': 3}","[1.0, 1.0, 0.46, 1.0, 0.75]",4.21,[],"[0.0, 0.01, 0.09, 0.01, 0.03]",0,
92,Anti-Plurality,ATVA_1,5,4,"{'D': 5, 'A': 4, 'B': 4, 'C': 2}","[1.0, 0.58, 0.75, 0.79, 0.79]",3.91,"[4, 5]","[0.01, 0.05, 0.02, 0.03, 0.03]",0.20999999999999996,"[(4, 5), (3, 4), (3, 5)]"
93,Anti-Plurality,ATVA_1,5,4,"{'A': 5, 'C': 4, 'B': 3, 'D': 3}","[0.79, 1.0, 0.75, 0.75, 0.58]",3.87,[],"[0.03, 0.03, 0.02, 0.03, 0.07]",0,
94,Anti-Plurality,ATVA_1,5,4,"{'B': 5, 'D': 5, 'A': 4, 'C': 1}","[0.75, 0.58, 1.0, 1.0, 0.75]",4.08,"[1, 5]","[0.04, 0.06, 0.01, 0.01, 0.03]",0.13,"[(1, 5)]"
95,Anti-Plurality,ATVA_1,5,4,"{'D': 5, 'A': 4, 'C': 4, 'B': 2}","[0.75, 0.75, 1.0, 0.75, 0.46]",3.71,"[2, 4, 5]","[0.02, 0.04, 0.0, 0.04, 0.09]",0.13,"[(2, 4), (1, 2), (1, 5), (1, 4), (4, 5), (2, 5)]"
96,Anti-Plurality,ATVA_1,5,4,"{'A': 4, 'C': 4, 'D': 4, 'B': 3}","[1.0, 0.67, 1.0, 0.46, 1.0]",4.13,[4],"[0.03, 0.05, 0.0, 0.09, 0.01]",0.11999999999999994,
97,Anti-Plurality,ATVA_1,5,4,"{'C': 5, 'B': 4, 'D': 4, 'A': 2}","[0.75, 0.5, 1.0, 0.75, 1.0]",4.0,[1],"[0.04, 0.08, 0.0, 0.03, 0.03]",0.040000000000000036,"[(1, 2), (1, 4)]"
98,Anti-Plurality,ATVA_1,5,4,"{'A': 5, 'D': 5, 'B': 3, 'C': 2}","[0.79, 1.0, 0.88, 0.75, 1.0]",4.42,[1],"[0.03, 0.03, 0.01, 0.04, 0.03]",0.20999999999999996,"[(1, 3)]"
99,Anti-Plurality,ATVA_1,5,4,"{'D': 5, 'A': 4, 'B': 3, 'C': 3}","[0.58, 0.75, 0.58, 0.58, 0.88]",3.37,[],"[0.07, 0.03, 0.07, 0.05, 0.01]",0,"[(3, 5), (1, 5)]"
100,Anti-Plurality,ATVA_1,5,4,"{'A': 5, 'C': 4, 'B': 3, 'D': 3}","[0.58, 1.0, 0.75, 0.79, 1.0]",4.12,[],"[0.05, 0.01, 0.02, 0.03, 0.0]",0,
101,Anti-Plurality,ATVA_3,5,4,"{'A': 2, 'D': 2, 'C': 1, 'B': 0}","[0.75, 0.75, 1.0, 0.75, 1.0]",4.25,[],"[0.05, 0.08, 0.04, 0.02, 0.01]",0,
102,Anti-Plurality,ATVA_3,5,4,"{'B': 2, 'C': 2, 'A': 1, 'D': 0}","[0.58, 0.79, 0.42, 1.0, 0.79]",3.58,"[1, 3, 5]","[0.01, 0.05, 0.0, 0.04, 0.03]",0.12000000000000005,
103,Anti-Plurality,ATVA_3,5,4,"{'B': 2, 'A': 1, 'C': 1, 'D': 1}","[1.0, 0.75, 0.79, 0.75, 0.58]",3.87,"[2, 3]","[0.01, 0.0, 0.0, 0.06, 0.07]",0.20999999999999996,
104,Anti-Plurality,ATVA_3,5,4,"{'A': 3, 'B': 1, 'D': 1, 'C': 0}","[1.0, 0.46, 0.79, 0.88, 0.79]",3.92,"[2, 3, 4, 5]","[0.03, 0.08, 0.01, 0.01, 0.03]",0.20999999999999996,
105,Anti-Plurality,ATVA_3,5,4,"{'C': 2, 'D': 2, 'A': 1, 'B': 0}","[0.54, 1.0, 0.79, 0.75, 0.67]",3.75,"[1, 3, 5]","[0.03, 0.05, 0.03, 0.03, 0.01]",0.039999999999999925,
106,Anti-Plurality,ATVA_3,5,4,"{'B': 4, 'C': 1, 'A': 0, 'D': 0}","[0.75, 0.88, 0.58, 0.75, 0.88]",3.84,[],"[0.0, 0.03, 0.06, 0.0, 0.03]",0,
107,Anti-Plurality,ATVA_3,5,4,"{'B': 3, 'A': 1, 'D': 1, 'C': 0}","[0.58, 0.5, 0.75, 0.67, 0.75]",3.25,"[2, 3, 4, 5]","[0.03, 0.03, 0.0, 0.05, 0.01]",0.32999999999999996,
108,Anti-Plurality,ATVA_3,5,4,"{'A': 3, 'B': 2, 'C': 0, 'D': 0}","[1.0, 0.67, 0.58, 1.0, 1.0]",4.25,"[2, 3]","[0.0, 0.05, 0.03, 0.0, 0.03]",0,
109,Anti-Plurality,ATVA_3,5,4,"{'A': 2, 'C': 2, 'B': 1, 'D': 0}","[1.0, 0.75, 0.58, 1.0, 0.79]",4.12,"[2, 3]","[0.04, 0.01, 0.04, 0.0, 0.05]",0.20999999999999996,
110,Anti-Plurality,ATVA_3,5,4,"{'B': 3, 'D': 2, 'A': 0, 'C': 0}","[0.79, 0.67, 1.0, 0.88, 1.0]",4.34,[],"[0.01, 0.04, 0.03, 0.01, 0.07]",0.20999999999999996,
111,Anti-Plurality,ATVA_4,5,4,"{'A': 5, 'D': 4, 'B': 3, 'C': 3}","[0.46, 0.75, 0.75, 1.0, 0.58]",3.54,[],"[0.09, 0.04, 0.03, 0.03, 0.06]",0,
112,Anti-Plurality,ATVA_4,5,4,"{'C': 5, 'A': 4, 'B': 4, 'D': 2}","[0.67, 0.75, 0.88, 1.0, 0.46]",3.76,"[2, 5]","[0.05, 0.03, 0.01, 0.01, 0.09]",0.13,
113,Anti-Plurality,ATVA_4,5,4,"{'A': 5, 'D': 5, 'C': 4, 'B': 1}","[0.88, 1.0, 0.75, 0.88, 0.75]",4.26,[],"[0.01, 0.01, 0.04, 0.01, 0.02]",0,
114,Anti-Plurality,ATVA_4,5,4,"{'C': 5, 'D': 4, 'A': 3, 'B': 3}","[0.75, 0.58, 1.0, 0.88, 0.58]",3.79,[],"[0.03, 0.05, 0.01, 0.01, 0.07]",0,
